window_s,sigma_mult,impulse_age_s,n,median_impulse_bps,median_mfe_bps,p75_mfe_bps,median_ret_bps,median_cost_bps,win_rate_after_cost,mean_net_bps,mfe_cost_multiple,required_multiple,ceiling_clears_bar
3,4.0,0,8633,1.6631778204789782,5.82375478927231,12.640065591691876,1.3849809747337718,14.782243867882311,0.061971504691300826,-16.815829714443165,0.39396960578669,3.0,false
3,6.0,0,2769,2.4233024884701138,7.0870497130610195,16.908134020186978,1.8161345392477688,16.625022944918026,0.0780065005417118,-20.226362982454525,0.42628811620542184,3.0,false
3,4.0,1,8633,1.6631778204789782,4.5531176550218735,10.836308006118694,0.5978501309286349,12.74466589720129,0.0675315649252867,-15.480793482764238,0.35725672934444924,3.0,false
3,6.0,1,2769,2.4233024884701138,5.153817544231444,13.600329271129558,0.6614512239848224,14.604677905985907,0.06970025279884434,-19.756664013387436,0.3528881347064209,3.0,false
3,4.0,2,8633,1.6631778204789782,3.7024467001952206,9.377184457742223,0.06071645415902188,12.463940619235414,0.05699061739835515,-16.918883597722335,0.29705265881011095,3.0,false
3,6.0,2,2769,2.4233024884701138,3.8863843300986334,10.970927043334672,0.0547042959283095,14.4691464312207,0.05308775731310943,-22.036575447170282,0.2685980371110776,3.0,false
3,4.0,3,8633,1.6631778204789782,3.3328659659216027,8.63393934198271,-0.05587403756965205,12.130693571282485,0.054210587281362216,-17.24188526126608,0.27474653005922434,3.0,false
3,6.0,3,2769,2.4233024884701138,3.448275862068443,9.59376608366667,-0.1119751862998874,14.193467856173253,0.04622607439508848,-23.040537781280516,0.2429480868953857,3.0,false
3,6.0,5,2769,2.4233024884701138,3.2149854719051074,9.543688120511543,-0.06066010324344055,14.085958209937719,0.044420368364030335,-22.5832455590703,0.2282404522282991,3.0,false
3,4.0,5,8633,1.6631778204789782,3.2243670020580986,8.54700854700917,-0.054662133353690814,12.076580730527384,0.053747248928530056,-17.212067347585013,0.26699337122033967,3.0,false
3,6.0,7,2769,2.4233024884701138,3.2633586712512432,9.621209421657763,-0.056332950269220264,14.035606278089357,0.04478150957024196,-22.76304406265565,0.23250571486502816,3.0,false
3,4.0,7,8633,1.6631778204789782,3.2261275144062194,8.549883665516997,-0.05469262743377217,12.015093627313432,0.05258890304644967,-17.24181344433809,0.268506231784361,3.0,false
3,6.0,10,2769,2.4233024884701138,3.277063960423554,9.594087536796005,-0.0,12.484638036061021,0.04658721560130011,-20.879862619556555,0.2624877029640731,3.0,false
3,4.0,10,8633,1.6631778204789782,3.1885213232362384,8.49576425467791,-0.0,11.348068060629137,0.05768562492760338,-15.998358876347123,0.2809748149377478,3.0,false
3,6.0,15,2769,2.4233024884701138,3.219233903830333,9.21513980041412,0.0,11.054234551332636,0.06428313470566992,-16.975829244311182,0.29122178373194013,3.0,false
3,4.0,15,8633,1.6631778204789782,3.1527189169196834,8.653295128939774,-0.0,11.0,0.06544654233754199,-14.504481001546312,0.28661081062906213,3.0,false
3,6.0,20,2769,2.4233024884701138,3.118969991350057,8.741871812598907,0.0,11.0,0.06500541711809317,-16.287319057426824,0.2835427264863688,3.0,false
3,4.0,20,8633,1.6631778204789782,3.1113511482645273,8.255432803204902,-0.04581670568822775,11.0,0.06776323410170276,-14.20056134395393,0.2828501043876843,3.0,false
3,4.0,30,8633,1.6631778204789782,3.005474587556831,8.001405124801783,-0.0,11.0,0.06729989574887062,-13.815622339012917,0.2732249625051665,3.0,false
3,6.0,30,2769,2.4233024884701138,2.9319601986404145,8.678810911547552,-0.0,11.0,0.06861682918020946,-16.66049294524341,0.2665418362400377,3.0,false
5,4.0,0,6005,2.6966917433313142,7.448373461444935,16.094623168704945,2.243145787653114,15.267444128128208,0.08692756036636136,-16.20680012199743,0.4878598800779176,3.0,false
5,6.0,0,1773,4.350168744249316,11.048252255273859,24.959207107027748,3.3982025935564333,17.60186808472647,0.12069937958262832,-19.489923871121643,0.6276749832513898,3.0,false
5,6.0,1,1773,4.350168744249316,8.808712178346473,22.164829234445634,1.8084197529336372,15.539144370284946,0.10603496897913142,-19.109989201502543,0.5668724074146011,3.0,false
5,4.0,1,6005,2.6966917433313142,6.266633027597453,14.432634514483214,1.3777077698113327,13.12653282346723,0.09458784346378019,-14.866205563879978,0.47740200035108665,3.0,false
5,6.0,2,1773,4.350168744249316,6.969972907040849,19.516887657648816,0.9057697533278801,16.117205281043777,0.08685843203609701,-22.068018068086552,0.4324554279418759,3.0,false
5,4.0,2,6005,2.6966917433313142,5.24572564854797,12.740868564854289,0.8418062004280296,12.980257353532764,0.08226477935054122,-16.50680696198347,0.4041310973792265,3.0,false
5,4.0,3,6005,2.6966917433313142,4.536828535544593,11.43311626982071,0.39394007608635356,13.006175664123711,0.06927560366361366,-17.589265027553544,0.3488211025827523,3.0,false
5,6.0,3,1773,4.350168744249316,5.717003741207248,15.902478838381748,0.36223728094432006,16.389433679171123,0.07388606880992668,-24.984847307168867,0.34882253121856366,3.0,false
5,6.0,5,1773,4.350168744249316,4.158791917155184,12.921162251547425,-0.27324345445280007,16.94031223400793,0.05696559503666103,-27.772797107945642,0.2454967688733828,3.0,false
5,4.0,5,6005,2.6966917433313142,3.6222763858271874,9.746043292950885,0.0,12.84676111100159,0.05778517901748543,-18.956344489652245,0.2819602820142095,3.0,false
5,6.0,7,1773,4.350168744249316,4.337323269137097,13.387772904601736,-0.2192117146738328,16.735947622633173,0.05358150028200789,-27.654899526848716,0.2591620962813863,3.0,false
5,4.0,7,6005,2.6966917433313142,3.6579245106461578,9.830411669082881,-0.028650586047060108,12.812805447316356,0.05695253955037469,-19.038885485098056,0.2854897411567512,3.0,false
5,4.0,10,6005,2.6966917433313142,3.6447939197674946,9.694398348530989,-0.0,12.027190107592192,0.06128226477935054,-17.6429255176374,0.30304617181254245,3.0,false
5,6.0,10,1773,4.350168744249316,4.277556858687668,12.85056311316716,-0.1817553935911395,14.885333807242752,0.050197405527354765,-24.76268472900198,0.2873672108452374,3.0,false
5,4.0,15,6005,2.6966917433313142,3.5978705103909463,9.635909007744875,-0.0,11.157864650932936,0.07210657785179017,-15.61463711986179,0.32245152840154945,3.0,false
5,6.0,15,1773,4.350168744249316,4.1723788520000324,12.166359871145934,-0.1874683647132841,11.790872500130485,0.07445008460236886,-20.770339364787283,0.35386514882201114,3.0,false
5,6.0,20,1773,4.350168744249316,3.966303663657763,11.586660821143262,-0.12112256392232294,11.432827195522663,0.08065425831923294,-18.805377894130864,0.34692238374870665,3.0,false
5,4.0,20,6005,2.6966917433313142,3.5247796011377597,9.281836550141696,-0.04623849817458862,11.074449353897938,0.07477102414654455,-15.053244984418418,0.3182803486204145,3.0,false
5,6.0,30,1773,4.350168744249316,3.5798131837013294,11.022475390514384,-0.06061965410557688,11.370539275565735,0.08685843203609701,-18.290596497541447,0.31483231330936307,3.0,false
