window_s,sigma_mult,max_hold_s,n,win_rate,mean_r,median_r,total_r,max_r,min_r,mean_mfe_r,mean_cost_r,median_hold_s,stop_rate,p_ge_1r,p_ge_2r,p_ge_3r,p_ge_5r,p_ge_10r,profit_factor
3,4.0,900,8617,0.14424973888824416,-1.5967806538557927,-2.112291483757729,-13759.458894275365,27.306886878742823,-42.719532096595856,2.6745088995342026,1.5904920752183636,518.0,0.5901125681791807,0.08077056980387606,0.050945804804456304,0.03562724846234188,0.019148195427643032,0.005918533132180573,0.17864981115393935
3,4.0,3600,8586,0.14174237130211972,-1.5649359110025916,-2.184768651438765,-13436.539731868252,134.89683976886445,-42.719532096595856,5.265672095985028,1.5918779440092747,510.0,0.7781271837875612,0.10086186815746565,0.07535522944327976,0.058117866293966924,0.03785231772653156,0.01583973911017936,0.28667924779216647
3,4.0,14400,8544,0.09211142322097378,-1.429674811854902,-2.2330715485680344,-12215.141592488284,138.8810216115046,-42.719532096595856,11.124480885590636,1.591703986790899,501.0,0.892439138576779,0.08286516853932584,0.07221441947565543,0.06261704119850187,0.046699438202247194,0.030781835205992508,0.4066091595347388
3,4.0,86400,8400,0.03464285714285714,-1.1363148350316894,-2.2741557795773284,-9545.044614266191,218.646025941726,-42.719532096595856,30.86450199127302,1.5920977669495184,470.5,0.9647619047619047,0.033928571428571426,0.032857142857142856,0.032023809523809524,0.029642857142857144,0.028214285714285713,0.560724393192218
3,6.0,900,2765,0.13381555153707053,-1.89975190889085,-2.1302939991345045,-5252.8140280832,20.849059890525766,-29.101322941840728,2.5728158259685943,1.901964518566424,582.0,0.5634719710669078,0.07160940325497288,0.04593128390596745,0.034358047016274866,0.018083182640144666,0.003978300180831827,0.13857633964687366
3,6.0,3600,2753,0.1456592807845986,-1.9058185089119786,-2.288191750384677,-5246.718355034677,114.88276214375634,-29.101322941840728,4.85675036944229,1.9048537160726782,576.0,0.7497275699237196,0.09771158735924446,0.06828913912095895,0.05012713403559753,0.03269160915365056,0.00944424264438794,0.2181803953737127
3,6.0,14400,2731,0.09776638593921641,-1.8918486789646278,-2.3721419792412703,-5166.6387422523985,109.91479247451863,-29.101322941840728,9.56237447610092,1.9081055213183573,557.0,0.8780666422555841,0.08128890516294397,0.06883925302087147,0.056023434639326256,0.040644452581471986,0.024899304284145003,0.29553962719130306
3,6.0,86400,2686,0.036857781087118395,-1.4034452275224016,-2.432812093488905,-3769.6538811251708,176.27496788550232,-29.101322941840728,27.0804455549553,1.907827414264485,529.0,0.9616530156366344,0.03536857781087118,0.03425167535368578,0.033134772896500374,0.03201787043931496,0.030156366344005956,0.5150017534205046
5,4.0,900,5995,0.1596330275229358,-1.548124066881245,-2.1179810992112564,-9281.003780953064,27.090653999145417,-22.172341616376272,2.7649112702102685,1.6498749634518899,557.0,0.5764804003336114,0.09274395329441201,0.059716430358632194,0.041367806505421184,0.023519599666388658,0.007839866555462885,0.20826065895892937
5,4.0,3600,5975,0.15481171548117154,-1.4973911409669671,-2.213232145351363,-8946.912067277628,114.88276214375634,-22.172341616376272,5.334781979342729,1.6511424315813286,553.0,0.7653556485355648,0.11146443514644351,0.08518828451882846,0.06661087866108786,0.04468619246861925,0.01874476987447699,0.3235992173256573
5,4.0,14400,5937,0.09920835438773791,-1.3555286436458915,-2.273007866372027,-8047.773557325658,109.91479247451863,-22.172341616376272,11.156314788691763,1.6521170263024938,542.0,0.8851271686036719,0.0875863230587839,0.07781707933299646,0.06821627084386053,0.05238335859861883,0.03486609398686205,0.44741319133654994
5,4.0,86400,5828,0.03689087165408373,-1.0881845517799793,-2.320667065993886,-6341.939567773719,200.01668992419587,-22.172341616376272,29.65300697431092,1.6525276047242579,514.5,0.9624227865477007,0.035861358956760465,0.0348318462594372,0.03431708991077557,0.032772820864790664,0.03088538091969801,0.5887372257432186
5,6.0,900,1771,0.13325804630152457,-1.9699386333200541,-2.172355229916672,-3488.761319609816,22.65705472102922,-26.178555844215566,2.741702076830418,2.00043018385129,557.0,0.5753811405985318,0.07622811970638058,0.053642010163749296,0.0378317334839074,0.017504234895539244,0.005081874647092038,0.144216160606747
5,6.0,3600,1766,0.14439411098527746,-1.964087156767513,-2.3353252229788666,-3468.577918851428,105.54301488102463,-26.178555844215566,5.040927649604774,2.0020438956187365,552.5,0.7542468856172141,0.09513023782559456,0.06795016987542468,0.050396375990939976,0.03454133635334088,0.011325028312570781,0.22717161468565536
5,6.0,14400,1753,0.10039931545921278,-1.8959865577750104,-2.4159668706059354,-3323.664435779593,93.375970656792,-26.178555844215566,9.635049703623762,2.006222262826357,538.0,0.8687963491158015,0.08556759840273816,0.07701083856246435,0.06503137478608101,0.0450656018254421,0.027381631488876214,0.3137902683933242
5,6.0,86400,1718,0.03958090803259604,-1.5646427585083138,-2.49494579078963,-2688.056259117283,125.31659279709187,-26.178555844215566,25.77403062883789,2.0042069793577486,500.5,0.9580908032596042,0.03783469150174622,0.03608847497089639,0.03434225844004657,0.03317811408614668,0.02852153667054715,0.4768260575553335
10,4.0,900,3677,0.19662768561327168,-1.332610022327684,-2.1050494653863883,-4900.007052098894,30.169747116673683,-24.59506011038262,3.0881776004800368,1.6170719201895294,672.0,0.5480010878433506,0.12156649442480283,0.08050040794125646,0.05847158009246668,0.03018765297797117,0.008158825129181398,0.28281432087262487
10,4.0,3600,3665,0.1800818553888131,-1.3223840429344804,-2.1707700537833885,-4846.537517354871,43.2138408768955,-24.59506011038262,5.661553241672839,1.6178381561959483,665.0,0.7399727148703956,0.1358799454297408,0.1053206002728513,0.08212824010914052,0.054843110504774896,0.020190995907230558,0.38138737413372636
10,4.0,14400,3644,0.11333699231613611,-1.2085735644552063,-2.250749954764527,-4404.042068874772,69.72568570215843,-24.59506011038262,10.960380181634147,1.6186486992629603,651.0,0.8663556531284303,0.10098792535675083,0.08918770581778265,0.07958287596048298,0.06119648737650933,0.03896816684961581,0.4939959451135909
10,4.0,86400,3556,0.043869516310461196,-0.9497027337174111,-2.3031548205046524,-3377.1429210991137,186.8737147257229,-24.59506011038262,28.931221884077107,1.6196376442792264,607.5,0.9552868391451068,0.04302587176602925,0.04190101237345332,0.04049493813273341,0.03852643419572553,0.03402699662542182,0.6345501156994683
10,6.0,900,976,0.21311475409836064,-1.4387150126663164,-1.7609761712997007,-1404.1858523623248,28.569171522718502,-20.372392340002722,2.967713219319023,1.7641981314486295,882.0,0.5020491803278688,0.12397540983606557,0.08196721311475409,0.05122950819672131,0.02151639344262295,0.004098360655737705,0.25146936491141414
10,6.0,3600,975,0.19179487179487179,-1.527962227693652,-2.1444797659412984,-1489.7631720013107,39.38260890773274,-20.372392340002722,4.859740896114024,1.7647321351227416,881.0,0.7035897435897436,0.14153846153846153,0.10564102564102563,0.08102564102564103,0.04717948717948718,0.010256410256410256,0.31468408123694674
10,6.0,14400,969,0.14035087719298245,-1.400445361628583,-2.2494185241052387,-1357.031555418097,39.59846638333635,-20.372392340002722,8.798388359818702,1.769314987610398,870.0,0.8286893704850361,0.12487100103199174,0.10732714138286893,0.09184726522187822,0.05985552115583075,0.03611971104231166,0.4341701548121165
10,6.0,86400,942,0.06475583864118896,-0.7825460039440031,-2.3342144547713675,-737.1583357152509,93.62917167786276,-20.372392340002722,22.741660979392265,1.7749930621119137,815.0,0.9309978768577495,0.06263269639065817,0.06050955414012739,0.059447983014861996,0.05732484076433121,0.044585987261146494,0.711218991055271
